record,date,status,qtime,start_date,age,gender,zipcode,fylke2024,kommune2024,landsdel2024,age_group,age_group2,_v1,_v2,_v3,_v4,_v5,_v6,_v7,_v8,_v9,_v10,Q1r10oe,_v11,_v12,_v13,_v14,_v15,_v16,_v17,_v18,_v19,_v20,_v21,_v22,_v23,_v24,Q2r13oe,Q6,Q7,Q8,Q9,Q10,Q12,Q13,Q13b,Q14r1,_v25,_v26,_v27,_v28,_v29,_v30,_v31,_v32,_v33,_v34,_v35,_v36,_v37,_v38,_v39,_v40,_v41,_v42,_v43,_v44,_v45,_v46,_v47,_v48,_v49,Q17_1,Q17_2,Q17_3,Q17_4,Q17_5,Q17_6,Q17_7,Q17_8,Q17_9,Q17_10,Q17_11,Q17_12,Q17_13,Q17_14,Q17_15,Q17_16,Q17_17,Q17_18,Q17_19,Q17_20,Q17_21,Q17_22,Q17_23,Q17_24,_v50,_v51,_v52,_v53,_v54,_v55,_v56,_v57,_v58,_v59,_v60,_v61,_v62,_v63,_v64,_v65,_v66,_v67,_v68,_v69,_v70,_v71,_v72,_v73,_v74,_v75,_v76,_v77,_v78,_v79,_v80,_v81,_v82,_v83,_v84,_v85,_v86,_v87,_v88,_v89,_v90,_v91,_v92,_v93,_v94,_v95,_v96,_v97,Q25r1,Q25r2,Q25r3,Q25r4,Q25r5,Q25r6,Q26,Q27,Q27r11oe,Q27b,Q27br8oe,Q27c,Q30_desktop,Q30_mobile,Q30,Q31,Q32,Q33r1,Q33r2,Q33r3,Q33r4,Q33r5,Q33r6,Q33r7,Q33r8,Q33r9,Q33r10,Q33r11,Q33r12,Q34_1,Q34_2,Q35_1,Q35_2,Q36,Q37,Q37r99oe,Q38,Q39,Q40,Q40r21oe,Q41,Q42r1,_v98,UniqueID,non_respondent,educationLevel,personal_income
2646,05/14/2025 06:47,Qualified,1041.187,05/14/2025 06:29,65,Mann,2423,Innlandet,Trysil,Østlandet,50-99,60+,Not selected,Not selected,Arbeidsplasser og økonomisk omstilling,Helse & eldreomsorg,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,,Not selected,Not selected,Not selected,Not selected,Utvide/oppgradere større vannkraftanlegg i Norge,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Atomkraftverk,Not selected,Not selected,,Nei,1 Svært negativ,Ja,"Færre, store anlegg med mange turbiner for hvert anlegg",6,13-24 dager,Nei,Vet ikke,15000,Not selected,Q17_1,Not selected,Not selected,Q17_4,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_12,Not selected,Q17_14,Q17_15,Not selected,Not selected,Not selected,Not selected,Q17_20,Q17_21,Not selected,Not selected,Q17_24,Ingen utbygging,,,Ingen utbygging,,,,,,,,Ingen utbygging,,Ingen utbygging,Ingen utbygging,,,,,Ingen utbygging,Ingen utbygging,,,Ingen utbygging,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_1,Not selected,Not selected,Q17_4,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_12,Not selected,Q17_14,Q17_15,Not selected,Not selected,Not selected,Not selected,Q17_20,Q17_21,Not selected,Not selected,Q17_24,5,5,6,6,5,2,2,Kraften blir uansett eksportert som gir oss høyere strømpriser,,,,"Jeg støtter ikke vindkraftutbygging, uansett lokasjon",,0% vind 100% sol,0% vind 100% sol,7 Svært viktig,"Ja, men på grunn av samfunnsutvikling må en akseptere noe reduksjon",7 Generell stor negativ innvirkning,4 Nøytral,3,4 Nøytral,5,6,5,3,4 Nøytral,5,2,6,Vet ikke,,10 000 kr,,Ja,Ja,,5-årig universitetsutdanning (mastergrad/profesjonsutdanning),"Ja, vi bor i nærheten av arealer der det er eller kan bli aktuelt å bygge kraftverk",800 001 – 1 000 000 kr,,Veldig usikker,,"Nei, ingen ekstra kommentarer",,,,
2613,05/14/2025 01:00,Qualified,821.994,05/14/2025 00:46,36,Mann,2266,Innlandet,Åsnes,Østlandet,30-39,30-39,Not selected,Not selected,Arbeidsplasser og økonomisk omstilling,Helse & eldreomsorg,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,,Not selected,Not selected,Not selected,Not selected,Utvide/oppgradere større vannkraftanlegg i Norge,Not selected,Not selected,Not selected,Not selected,Eksportere mindre kraft til utlandet,Not selected,Atomkraftverk,Not selected,Not selected,,Vet ikke,1 Svært negativ,Ja,Vet ikke,7 Svært bekymret,Ikke i det hele tatt,Nei,Nei,,Vet ikke,Not selected,Not selected,Q17_3,Not selected,Q17_5,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_12,Not selected,Q17_14,Q17_15,Not selected,Not selected,Not selected,Q17_19,Not selected,Q17_21,Q17_22,Not selected,Not selected,,,Ingen utbygging,,Ingen utbygging,,,,,,,Ingen utbygging,,Ingen utbygging,Ingen utbygging,,,,Ingen utbygging,,Ingen utbygging,Ingen utbygging,,,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_3,Not selected,Q17_5,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_12,Not selected,Q17_14,Q17_15,Not selected,Not selected,Not selected,Q17_19,Not selected,Q17_21,Q17_22,Not selected,Not selected,1 Ikke viktig i det hele tatt,1 Ikke viktig i det hele tatt,7 Svært viktig,1 Ikke viktig i det hele tatt,7 Svært viktig,4,4,Det burde ikke bygges mer landbasert vindkraft i Norge,,,,"Jeg støtter ikke vindkraftutbygging, uansett lokasjon",,0% vind 100% sol,0% vind 100% sol,7 Svært viktig,"Ja, vi må ikke redusere disse arealene",7 Generell stor negativ innvirkning,7 Generell stor negativ innvirkning,1 Generell liten negativ innvirkning,4 Nøytral,7 Generell stor negativ innvirkning,1 Generell liten negativ innvirkning,4 Nøytral,4 Nøytral,6,6,4 Nøytral,4 Nøytral,Jeg er imot utbygging uansett,,Jeg er imot utbygging uansett,,Nei,Nei,,Fagbrev,"Ja, vi bor i nærheten av arealer der det er eller kan bli aktuelt å bygge kraftverk",200 001 – 400 000 kr,,Veldig usikker,,"Nei, ingen ekstra kommentarer",,,,
2580,05/13/2025 23:07,Qualified,806.016,05/13/2025 22:53,42,Kvinne,2609,Innlandet,Lillehammer,Østlandet,40-49,40-49,Vern av natur & biologisk mangfold,Not selected,Not selected,Not selected,Utdanning & forsking,Not selected,Not selected,Not selected,Not selected,Not selected,,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Atomkraftverk,"Annet, vennligst spesifiser:",Not selected,Redusere kraftbehovet til industrien,Nei,1 Svært negativ,Ja,"Færre, store anlegg med mange turbiner for hvert anlegg",7 Svært bekymret,2-12 dager,Nei,Nei,40000,Not selected,Q17_1,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_7,Not selected,Q17_9,Q17_10,Q17_11,Not selected,Q17_13,Not selected,Not selected,Not selected,Not selected,Q17_18,Not selected,Not selected,Not selected,Not selected,Q17_23,Not selected,Ingen utbygging,,,,,,Ingen utbygging,,Ingen utbygging,Ingen utbygging,Ingen utbygging,,Ingen utbygging,,,,,Ingen utbygging,,,,,Ingen utbygging,,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_1,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_7,Not selected,Q17_9,Q17_10,Q17_11,Not selected,Q17_13,Not selected,Not selected,Not selected,Not selected,Q17_18,Not selected,Not selected,Not selected,Not selected,Q17_23,Not selected,4,4,7 Svært viktig,7 Svært viktig,7 Svært viktig,1 Ikke viktig i det hele tatt,1 Svært lett,"Utbygging hadde for store effekter på natur og miljø, fordelene tatt i betraktning",,,,Jeg er usikker,,60% vind 40% sol,60% vind 40% sol,7 Svært viktig,"Ja, vi må ikke redusere disse arealene",7 Generell stor negativ innvirkning,7 Generell stor negativ innvirkning,4 Nøytral,7 Generell stor negativ innvirkning,7 Generell stor negativ innvirkning,5,5,5,4 Nøytral,6,4 Nøytral,6,Jeg er imot utbygging uansett,,150 000 kr,,Nei,Nei,,5-årig universitetsutdanning (mastergrad/profesjonsutdanning),Nei,Ønsker ikke å oppgi,,Ganske sikker,,"Nei, ingen ekstra kommentarer",,,,
2547,05/13/2025 20:07,Qualified,955.0410000000001,05/13/2025 19:51,63,Kvinne,2830,Innlandet,Vestre Toten,Østlandet,50-99,60+,Not selected,Klimatiltak (utslippsreduksjoner & tilpasning),Not selected,Not selected,Not selected,Not selected,Politi & forsvar,Not selected,Not selected,Not selected,,Not selected,Not selected,Not selected,Not selected,Not selected,Produsere mer fra solenergi i Norge,Redusere kraftforbruk gjennom energisparing (Enøk),Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,,Nei,1 Svært negativ,Nei,"Færre, store anlegg med mange turbiner for hvert anlegg",7 Svært bekymret,Ikke i det hele tatt,Nei,Nei,10000,Not selected,Not selected,Q17_2,Not selected,Q17_4,Not selected,Q17_6,Not selected,Q17_8,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_16,Q17_17,Not selected,Not selected,Q17_20,Not selected,Not selected,Not selected,Q17_24,,Ingen utbygging,,Ingen utbygging,,Ingen utbygging,,Ingen utbygging,,,,,,,,Ingen utbygging,Ingen utbygging,,,Ingen utbygging,,,,Ingen utbygging,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_2,Not selected,Q17_4,Not selected,Q17_6,Not selected,Q17_8,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_16,Q17_17,Not selected,Not selected,Q17_20,Not selected,Not selected,Not selected,Q17_24,6,7 Svært viktig,6,7 Svært viktig,5,6,1 Svært lett,"Utbygging hadde for store effekter på natur og miljø, fordelene tatt i betraktning",,,,Min holdning ville vært den samme uansett hvor anlegget bygges,,20% vind 80% sol,20% vind 80% sol,6,"Ja, vi må ikke redusere disse arealene",7 Generell stor negativ innvirkning,6,5,7 Generell stor negativ innvirkning,7 Generell stor negativ innvirkning,7 Generell stor negativ innvirkning,6,6,6,7 Generell stor negativ innvirkning,5,4 Nøytral,Jeg er imot utbygging uansett,,Jeg er imot utbygging uansett,,Nei,Nei,,Videregående skole/gymnas,"Ja, vi bor i nærheten av arealer der det er eller kan bli aktuelt å bygge kraftverk",400 001 – 600 000 kr,,Veldig sikker,Problemet med microplast blir ikke nevnt.?,Not selected,,,,
2515,05/13/2025 17:02,Qualified,911.793,05/13/2025 16:46,69,Kvinne,2223,Innlandet,Sør-Odal,Østlandet,50-99,60+,Not selected,Not selected,Not selected,Helse & eldreomsorg,Not selected,Not selected,Politi & forsvar,Not selected,Not selected,Not selected,,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Eksportere mindre kraft til utlandet,Not selected,Atomkraftverk,Not selected,Not selected,,Nei,1 Svært negativ,Nei,Vet ikke,7 Svært bekymret,25 dager eller mer,Ja,Nei,55000,Not selected,Not selected,Not selected,Not selected,Q17_4,Q17_5,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_13,Not selected,Not selected,Q17_16,Q17_17,Q17_18,Not selected,Q17_20,Not selected,Not selected,Q17_23,Not selected,,,,Ingen utbygging,Ingen utbygging,,,,,,,,Ingen utbygging,,,Ingen utbygging,Ingen utbygging,Ingen utbygging,,Ingen utbygging,,,Ingen utbygging,,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_4,Q17_5,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_13,Not selected,Not selected,Q17_16,Q17_17,Q17_18,Not selected,Q17_20,Not selected,Not selected,Q17_23,Not selected,7 Svært viktig,7 Svært viktig,7 Svært viktig,7 Svært viktig,7 Svært viktig,1 Ikke viktig i det hele tatt,1 Svært lett,Å forsyne Europe med fornybar energi fra Norge skal ikke gå på bekostning av norsk natur,,,,"Jeg støtter ikke vindkraftutbygging, uansett lokasjon",0% vind 100% sol,,0% vind 100% sol,7 Svært viktig,"Ja, vi må ikke redusere disse arealene",7 Generell stor negativ innvirkning,4 Nøytral,4 Nøytral,4 Nøytral,4 Nøytral,4 Nøytral,4 Nøytral,4 Nøytral,4 Nøytral,4 Nøytral,4 Nøytral,4 Nøytral,Jeg er imot utbygging uansett,,Jeg er imot utbygging uansett,,Nei,Nei,,3-4-årig universitetsutdanning (bachelor/cand.mag.),"Ja, vi bor i nærheten av arealer der det er eller kan bli aktuelt å bygge kraftverk",400 001 – 600 000 kr,,Ganske sikker,,"Nei, ingen ekstra kommentarer",,,,
2514,05/13/2025 15:24,Qualified,419.407,05/13/2025 15:17,19,Mann,2817,Innlandet,Gjøvik,Østlandet,Less than 30,18-29,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Politi & forsvar,Not selected,Not selected,Not selected,,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Atomkraftverk,Not selected,Not selected,,Nei,2,Nei,"Færre, store anlegg med mange turbiner for hvert anlegg",4 Nøytral,Ikke i det hele tatt,Nei,Nei,,Vet ikke,Q17_1,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_7,Not selected,Q17_9,Not selected,Not selected,Q17_12,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_19,Not selected,Q17_21,Q17_22,Not selected,Q17_24,Ingen utbygging,,,,,,Ingen utbygging,,Ingen utbygging,,,Ingen utbygging,,,,,,,Ingen utbygging,,Ingen utbygging,Ingen utbygging,,Ingen utbygging,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_1,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_7,Not selected,Q17_9,Not selected,Not selected,Q17_12,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_19,Not selected,Q17_21,Q17_22,Not selected,Q17_24,4,4,4,6,4,5,7 Svært vanskelig,Kraften blir uansett eksportert som gir oss høyere strømpriser,,,,"Jeg støtter ikke vindkraftutbygging, uansett lokasjon",0% vind 100% sol,,0% vind 100% sol,3,"Ja, men på grunn av samfunnsutvikling må en akseptere noe reduksjon",5,3,1 Generell liten negativ innvirkning,4 Nøytral,4 Nøytral,4 Nøytral,4 Nøytral,4 Nøytral,4 Nøytral,4 Nøytral,4 Nøytral,4 Nøytral,Mer enn 150 000 kr,150001,150 000 kr,,Nei,Nei,,Videregående skole/gymnas,Vet ikke,200 001 – 400 000 kr,,Veldig usikker,,"Nei, ingen ekstra kommentarer",,,,
2487,05/13/2025 12:34,Qualified,631.787,05/13/2025 12:23,38,Mann,2319,Innlandet,Hamar,Østlandet,30-39,30-39,Not selected,Not selected,Not selected,Not selected,Utdanning & forsking,Not selected,Not selected,Not selected,Idrett & kultur,Not selected,,Not selected,Not selected,Not selected,Not selected,Not selected,Produsere mer fra solenergi i Norge,Not selected,Not selected,Not selected,Eksportere mindre kraft til utlandet,Not selected,Atomkraftverk,Not selected,Not selected,,Nei,1 Svært negativ,Nei,"Færre, store anlegg med mange turbiner for hvert anlegg",7 Svært bekymret,Én gang (1 dag),Nei,Nei,,Vet ikke,Not selected,Q17_2,Q17_3,Not selected,Not selected,Q17_6,Not selected,Q17_8,Not selected,Q17_10,Q17_11,Not selected,Not selected,Q17_14,Q17_15,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,,Ingen utbygging,Ingen utbygging,,,Ingen utbygging,,Ingen utbygging,,Ingen utbygging,Ingen utbygging,,,Ingen utbygging,Ingen utbygging,,,,,,,,,,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_2,Q17_3,Not selected,Not selected,Q17_6,Not selected,Q17_8,Not selected,Q17_10,Q17_11,Not selected,Not selected,Q17_14,Q17_15,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,2,3,6,4,5,5,5,Å forsyne Europe med fornybar energi fra Norge skal ikke gå på bekostning av norsk natur,,,,Min holdning ville vært den samme uansett hvor anlegget bygges,,20% vind 80% sol,20% vind 80% sol,7 Svært viktig,"Ja, vi må ikke redusere disse arealene",7 Generell stor negativ innvirkning,7 Generell stor negativ innvirkning,7 Generell stor negativ innvirkning,7 Generell stor negativ innvirkning,7 Generell stor negativ innvirkning,7 Generell stor negativ innvirkning,6,6,7 Generell stor negativ innvirkning,7 Generell stor negativ innvirkning,5,5,Jeg er imot utbygging uansett,,20 000 kr,,Nei,Nei,,3-4-årig universitetsutdanning (bachelor/cand.mag.),Nei,800 001 – 1 000 000 kr,,Ganske usikker,,"Nei, ingen ekstra kommentarer",,,,
1895,05/13/2025 11:14,Qualified,1342.973,05/05/2025 12:01,58,Kvinne,2827,Innlandet,Gjøvik,Østlandet,50-99,50-59,Not selected,Not selected,Not selected,Helse & eldreomsorg,Not selected,Not selected,Not selected,Asyl & integrering,Not selected,Not selected,,Not selected,Not selected,Not selected,Not selected,Utvide/oppgradere større vannkraftanlegg i Norge,Produsere mer fra solenergi i Norge,Not selected,Not selected,Not selected,Eksportere mindre kraft til utlandet,Not selected,Not selected,Not selected,Not selected,,Nei,4 Nøytral,Ja,"Flere, mindre anlegg med færre turbiner per anlegg",4 Nøytral,Ikke i det hele tatt,Nei,Nei,35000,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_5,Q17_6,Q17_7,Not selected,Not selected,Not selected,Q17_11,Not selected,Not selected,Not selected,Q17_15,Not selected,Q17_17,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_23,Q17_24,,,,,Ingen utbygging,Ingen utbygging,Ingen utbygging,,,,Ingen utbygging,,,,Ingen utbygging,,Ingen utbygging,,,,,,Ingen utbygging,Ingen utbygging,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_5,Q17_6,Q17_7,Not selected,Not selected,Not selected,Q17_11,Not selected,Not selected,Not selected,Q17_15,Not selected,Q17_17,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_23,Q17_24,7 Svært viktig,7 Svært viktig,7 Svært viktig,7 Svært viktig,7 Svært viktig,1 Ikke viktig i det hele tatt,1 Svært lett,Kraften blir uansett eksportert som gir oss høyere strømpriser,,,,Min holdning ville vært den samme uansett hvor anlegget bygges,,20% vind 80% sol,20% vind 80% sol,6,"Ja, vi må ikke redusere disse arealene",7 Generell stor negativ innvirkning,5,6,6,4 Nøytral,5,5,4 Nøytral,6,4 Nøytral,4 Nøytral,4 Nøytral,80 000 kr,,80 000 kr,,Nei,Nei,,Videregående skole/gymnas,Vet ikke,1 200 001 – 1 400 000 kr,,Ganske sikker,,"Nei, ingen ekstra kommentarer",,,,
2484,05/13/2025 10:00,Qualified,715.272,05/13/2025 09:47,48,Mann,2219,Innlandet,Kongsvinger,Østlandet,40-49,40-49,Not selected,Not selected,Not selected,Not selected,Not selected,Samferdsel & annen infrastruktur,Politi & forsvar,Not selected,Not selected,Not selected,,Not selected,Not selected,"Bygge ut nye, småskala vannkraftanlegg i småelver i Norge",Not selected,Utvide/oppgradere større vannkraftanlegg i Norge,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Atomkraftverk,Not selected,Not selected,,Nei,1 Svært negativ,Nei,"Færre, store anlegg med mange turbiner for hvert anlegg",4 Nøytral,Ikke i det hele tatt,Nei,Nei,18000,Not selected,Q17_1,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_8,Not selected,Q17_10,Not selected,Q17_12,Q17_13,Not selected,Not selected,Q17_16,Not selected,Q17_18,Not selected,Not selected,Not selected,Q17_22,Not selected,Not selected,Ingen utbygging,,,,,,,Ingen utbygging,,Ingen utbygging,,Ingen utbygging,Ingen utbygging,,,Ingen utbygging,,Ingen utbygging,,,,Ingen utbygging,,,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_1,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_8,Not selected,Q17_10,Not selected,Q17_12,Q17_13,Not selected,Not selected,Q17_16,Not selected,Q17_18,Not selected,Not selected,Not selected,Q17_22,Not selected,Not selected,4,4,4,4,4,4,1 Svært lett,"Andre årsaker, vennligst spesifiser:","Bedre å bygge ut vannkraft, og bygge atomkraftverk som vil gi en mere stabil produksjon. Vindkraft produserer null da det ikke blåser nok.",,,"Jeg støtter ikke vindkraftutbygging, uansett lokasjon",,0% vind 100% sol,0% vind 100% sol,1 Ikke viktig i det hele tatt,Nei,3,1 Generell liten negativ innvirkning,1 Generell liten negativ innvirkning,3,3,1 Generell liten negativ innvirkning,1 Generell liten negativ innvirkning,1 Generell liten negativ innvirkning,1 Generell liten negativ innvirkning,3,1 Generell liten negativ innvirkning,1 Generell liten negativ innvirkning,Mer enn 150 000 kr,5,Jeg er imot utbygging uansett,,Nei,Nei,,Fagbrev,"Ja, vi jobber innen fornybar energi",1 000 001 – 1 200 000 kr,,Ganske usikker,,"Nei, ingen ekstra kommentarer",,,,
2095,05/13/2025 09:20,Qualified,708.869,05/07/2025 14:05,72,Kvinne,2625,Innlandet,Lillehammer,Østlandet,50-99,60+,Not selected,Klimatiltak (utslippsreduksjoner & tilpasning),Not selected,Not selected,Not selected,Samferdsel & annen infrastruktur,Not selected,Not selected,Not selected,Not selected,,Not selected,Not selected,Not selected,Not selected,Utvide/oppgradere større vannkraftanlegg i Norge,Produsere mer fra solenergi i Norge,Not selected,Not selected,Not selected,Not selected,Bygge vindkraftverk til havs,Not selected,Not selected,Not selected,,Nei,4 Nøytral,Nei,Vet ikke,5,Ikke i det hele tatt,Nei,Nei,,Vet ikke,Not selected,Q17_2,Q17_3,Q17_4,Not selected,Not selected,Not selected,Not selected,Q17_9,Not selected,Not selected,Not selected,Not selected,Q17_14,Not selected,Not selected,Not selected,Not selected,Q17_19,Q17_20,Q17_21,Not selected,Not selected,Not selected,,Ingen utbygging,Ingen utbygging,Ingen utbygging,,,,,Ingen utbygging,,,,,Ingen utbygging,,,,,Ingen utbygging,Ingen utbygging,Ingen utbygging,,,,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_2,Q17_3,Q17_4,Not selected,Not selected,Not selected,Not selected,Q17_9,Not selected,Not selected,Not selected,Not selected,Q17_14,Not selected,Not selected,Not selected,Not selected,Q17_19,Q17_20,Q17_21,Not selected,Not selected,Not selected,7 Svært viktig,7 Svært viktig,7 Svært viktig,7 Svært viktig,7 Svært viktig,3,5,Jeg synes ikke utbyggingsalternativet er verdt lavere strømregning,,,,Jeg er usikker,60% vind 40% sol,,60% vind 40% sol,5,"Ja, men på grunn av samfunnsutvikling må en akseptere noe reduksjon",5,5,5,5,5,6,6,6,6,6,5,6,Vet ikke,,0,,Ja,Ja,,3-4-årig universitetsutdanning (bachelor/cand.mag.),Nei,Ønsker ikke å oppgi,,Ganske usikker,,"Nei, ingen ekstra kommentarer",,,,
