record,date,qtime,start_date,status,age,gender,zipcode,fylke2024,kommune2024,landsdel2024,age_group,age_group2,_v1,_v2,_v3,_v4,_v5,_v6,_v7,_v8,_v9,_v10,Q1r10oe,_v11,_v12,_v13,_v14,_v15,_v16,_v17,_v18,_v19,_v20,_v21,_v22,_v23,_v24,Q2r13oe,Q6,Q7,Q8,Q9,Q10,Q12,Q13,Q13b,Q14r1,_v25,_v26,_v27,_v28,_v29,_v30,_v31,_v32,_v33,_v34,_v35,_v36,_v37,_v38,_v39,_v40,_v41,_v42,_v43,_v44,_v45,_v46,_v47,_v48,_v49,Q17_1,Q17_2,Q17_3,Q17_4,Q17_5,Q17_6,Q17_7,Q17_8,Q17_9,Q17_10,Q17_11,Q17_12,Q17_13,Q17_14,Q17_15,Q17_16,Q17_17,Q17_18,Q17_19,Q17_20,Q17_21,Q17_22,Q17_23,Q17_24,_v50,_v51,_v52,_v53,_v54,_v55,_v56,_v57,_v58,_v59,_v60,_v61,_v62,_v63,_v64,_v65,_v66,_v67,_v68,_v69,_v70,_v71,_v72,_v73,_v74,_v75,_v76,_v77,_v78,_v79,_v80,_v81,_v82,_v83,_v84,_v85,_v86,_v87,_v88,_v89,_v90,_v91,_v92,_v93,_v94,_v95,_v96,_v97,Q25r1,Q25r2,Q25r3,Q25r4,Q25r5,Q25r6,Q26,Q27,Q27r11oe,Q27b,Q27br8oe,Q27c,Q30_desktop,Q30_mobile,Q30,Q31,Q32,Q33r1,Q33r2,Q33r3,Q33r4,Q33r5,Q33r6,Q33r7,Q33r8,Q33r9,Q33r10,Q33r11,Q33r12,Q34_1,Q34_2,Q35_1,Q35_2,Q36,Q37,Q37r99oe,Q38,Q39,Q40,Q40r21oe,Q41,Q42r1,_v98,UniqueID,non_respondent,educationLevel,personal_income
1433,04/27/2025 19:27,1281.261,04/27/2025 19:05,Qualified,50,Mann,2320,Innlandet,Ringsaker,Østlandet,50-99,50-59,Not selected,Not selected,Arbeidsplasser og økonomisk omstilling,Helse & eldreomsorg,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,,Not selected,Not selected,Not selected,Not selected,Utvide/oppgradere større vannkraftanlegg i Norge,Not selected,Redusere kraftforbruk gjennom energisparing (Enøk),Not selected,Not selected,Not selected,Not selected,Atomkraftverk,Not selected,Not selected,,Nei,5,Ja,"Flere, mindre anlegg med færre solcellepaneler per anlegg",6,2-12 dager,Nei,Nei,,Vet ikke,Not selected,Q17_2,Not selected,Not selected,Not selected,Q17_6,Not selected,Q17_8,Q17_9,Not selected,Q17_11,Not selected,Q17_13,Not selected,Not selected,Q17_16,Q17_17,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,,Utbygging,,,,Utbygging,,Utbygging,Utbygging,,Ingen utbygging,,Utbygging,,,Ingen utbygging,Utbygging,,,,,,,,Not selected,Q17_2,Not selected,Not selected,Not selected,Q17_6,Not selected,Q17_8,Q17_9,Not selected,Not selected,Not selected,Q17_13,Not selected,Not selected,Not selected,Q17_17,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_11,Not selected,Not selected,Not selected,Not selected,Q17_16,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,4,4,7 Svært viktig,3,3,6,3,,,,,Min holdning ville vært den samme uansett hvor anlegget bygges,,40% vind 60% sol,40% vind 60% sol,6,"Ja, vi må ikke redusere disse arealene",6,4 Nøytral,4 Nøytral,5,4 Nøytral,7 Generell stor negativ innvirkning,5,4 Nøytral,3,3,2,5,Vet ikke,,5000 kr,,Ja,Ja,,3-4-årig universitetsutdanning (bachelor/cand.mag.),Nei,1 400 001 – 1 600 000 kr,,Ganske usikker,,"Nei, ingen ekstra kommentarer",,,,
1144,04/24/2025 15:37,732.157,04/24/2025 15:24,Qualified,71,Kvinne,2322,Innlandet,Hamar,Østlandet,50-99,60+,Vern av natur & biologisk mangfold,Not selected,Not selected,Helse & eldreomsorg,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,,Not selected,Not selected,Not selected,Not selected,Utvide/oppgradere større vannkraftanlegg i Norge,Produsere mer fra solenergi i Norge,Redusere kraftforbruk gjennom energisparing (Enøk),Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,,Ja,5,Ja,Vet ikke,5,Ikke i det hele tatt,Nei,Nei,30000,Not selected,Q17_1,Not selected,Q17_3,Not selected,Not selected,Not selected,Q17_7,Not selected,Q17_9,Q17_10,Not selected,Q17_12,Q17_13,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_19,Not selected,Not selected,Not selected,Not selected,Not selected,Utbygging,,Utbygging,,,,Utbygging,,Utbygging,Ingen utbygging,,Utbygging,Utbygging,,,,,,Utbygging,,,,,,Q17_1,Not selected,Q17_3,Not selected,Not selected,Not selected,Q17_7,Not selected,Q17_9,Not selected,Not selected,Q17_12,Q17_13,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_19,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_10,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,6,6,6,6,5,6,4,,,,,Min holdning ville vært den samme uansett hvor anlegget bygges,,0% vind 100% sol,0% vind 100% sol,6,"Ja, men på grunn av samfunnsutvikling må en akseptere noe reduksjon",7 Generell stor negativ innvirkning,3,2,5,5,5,7 Generell stor negativ innvirkning,6,4 Nøytral,5,3,4 Nøytral,Vet ikke,,Vet ikke,,Nei,Nei,,3-4-årig universitetsutdanning (bachelor/cand.mag.),Nei,800 001 – 1 000 000 kr,,Ganske usikker,Strømbesparende tiltak bør styrkes,Not selected,,,,
736,04/18/2025 11:35,1696.118,04/18/2025 11:06,Qualified,70,Kvinne,2316,Innlandet,Hamar,Østlandet,50-99,60+,Not selected,Klimatiltak (utslippsreduksjoner & tilpasning),Not selected,Helse & eldreomsorg,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Redusere kraftforbruk gjennom energisparing (Enøk),Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,,Nei,1 Svært negativ,Ja,Vet ikke,7 Svært bekymret,Vet ikke,Nei,Nei,8500,Not selected,Q17_1,Not selected,Not selected,Not selected,Q17_5,Q17_6,Q17_7,Q17_8,Not selected,Q17_10,Not selected,Q17_12,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_22,Not selected,Not selected,Ingen utbygging,,,,Ingen utbygging,Ingen utbygging,Ingen utbygging,Ingen utbygging,,Ingen utbygging,,Ingen utbygging,,,,,,,,,,Ingen utbygging,,,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_1,Not selected,Not selected,Not selected,Q17_5,Q17_6,Q17_7,Q17_8,Not selected,Q17_10,Not selected,Q17_12,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_22,Not selected,Not selected,2,1 Ikke viktig i det hele tatt,7 Svært viktig,2,3,1 Ikke viktig i det hele tatt,4,"Utbygging hadde for store effekter på natur og miljø, fordelene tatt i betraktning",,,,Min holdning ville vært den samme uansett hvor anlegget bygges,40% vind 60% sol,,40% vind 60% sol,7 Svært viktig,"Ja, vi må ikke redusere disse arealene",7 Generell stor negativ innvirkning,7 Generell stor negativ innvirkning,4 Nøytral,7 Generell stor negativ innvirkning,7 Generell stor negativ innvirkning,7 Generell stor negativ innvirkning,7 Generell stor negativ innvirkning,4 Nøytral,5,6,3,7 Generell stor negativ innvirkning,Jeg er imot utbygging uansett,,Jeg er imot utbygging uansett,,Nei,Nei,,3-4-årig universitetsutdanning (bachelor/cand.mag.),Vet ikke,400 001 – 600 000 kr,,Veldig usikker,,"Nei, ingen ekstra kommentarer",,,,
606,04/16/2025 18:27,1496.771,04/16/2025 18:01,Qualified,67,Mann,2324,Innlandet,Hamar,Østlandet,50-99,60+,Not selected,Klimatiltak (utslippsreduksjoner & tilpasning),Not selected,Not selected,Not selected,Samferdsel & annen infrastruktur,Not selected,Not selected,Not selected,Not selected,,Not selected,Not selected,Not selected,Not selected,Not selected,Produsere mer fra solenergi i Norge,Redusere kraftforbruk gjennom energisparing (Enøk),Not selected,Geotermisk kraft&nbsp;,Not selected,Not selected,Not selected,Not selected,Not selected,,Nei,5,Ja,"Flere, mindre anlegg med færre solcellepaneler per anlegg",6,Ikke i det hele tatt,Nei,Nei,27000,Not selected,Q17_1,Not selected,Q17_3,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_11,Q17_12,Not selected,Not selected,Q17_15,Q17_16,Not selected,Q17_18,Not selected,Not selected,Not selected,Not selected,Q17_23,Not selected,Utbygging,,Ingen utbygging,,,,,,,,Ingen utbygging,Ingen utbygging,,,Utbygging,Ingen utbygging,,Ingen utbygging,,,,,Ingen utbygging,,Q17_1,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_15,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_3,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_11,Q17_12,Not selected,Not selected,Not selected,Q17_16,Not selected,Q17_18,Not selected,Not selected,Not selected,Not selected,Q17_23,Not selected,7 Svært viktig,5,7 Svært viktig,7 Svært viktig,7 Svært viktig,5,7 Svært vanskelig,,,,,Min holdning ville vært den samme uansett hvor anlegget bygges,40% vind 60% sol,,40% vind 60% sol,6,"Ja, men på grunn av samfunnsutvikling må en akseptere noe reduksjon",6,5,4 Nøytral,4 Nøytral,6,7 Generell stor negativ innvirkning,6,6,7 Generell stor negativ innvirkning,7 Generell stor negativ innvirkning,4 Nøytral,7 Generell stor negativ innvirkning,Vet ikke,,Vet ikke,,Nei,Nei,,3-4-årig universitetsutdanning (bachelor/cand.mag.),"Ja, vi bor i nærheten av arealer der det er eller kan bli aktuelt å bygge kraftverk",800 001 – 1 000 000 kr,,Ganske usikker,,"Nei, ingen ekstra kommentarer",,,,
1112,04/24/2025 13:16,1195.468,04/24/2025 12:55,Qualified,34,Kvinne,2340,Innlandet,Løten,Østlandet,30-39,30-39,Vern av natur & biologisk mangfold,Klimatiltak (utslippsreduksjoner & tilpasning),Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Redusere kraftforbruk gjennom energisparing (Enøk),Not selected,Not selected,Eksportere mindre kraft til utlandet,Not selected,Atomkraftverk,Not selected,Not selected,,Nei,1 Svært negativ,Ja,"Flere, mindre anlegg med færre solcellepaneler per anlegg",7 Svært bekymret,Ikke i det hele tatt,Nei,Nei,10000,Not selected,Q17_1,Not selected,Not selected,Not selected,Q17_5,Not selected,Not selected,Q17_8,Q17_9,Not selected,Not selected,Not selected,Not selected,Q17_14,Not selected,Not selected,Q17_17,Q17_18,Not selected,Q17_20,Not selected,Not selected,Not selected,Not selected,Ingen utbygging,,,,Ingen utbygging,,,Ingen utbygging,Ingen utbygging,,,,,Ingen utbygging,,,Ingen utbygging,Ingen utbygging,,Ingen utbygging,,,,,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_1,Not selected,Not selected,Not selected,Q17_5,Not selected,Not selected,Q17_8,Q17_9,Not selected,Not selected,Not selected,Not selected,Q17_14,Not selected,Not selected,Q17_17,Q17_18,Not selected,Q17_20,Not selected,Not selected,Not selected,Not selected,7 Svært viktig,6,7 Svært viktig,4,3,1 Ikke viktig i det hele tatt,1 Svært lett,"Utbygging hadde for store effekter på natur og miljø, fordelene tatt i betraktning",,,,"Jeg støtter ikke solkraftutbygging, uansett lokasjon",80% vind 20% sol,,80% vind 20% sol,7 Svært viktig,"Ja, vi må ikke redusere disse arealene",7 Generell stor negativ innvirkning,7 Generell stor negativ innvirkning,6,6,6,7 Generell stor negativ innvirkning,5,4 Nøytral,6,7 Generell stor negativ innvirkning,4 Nøytral,7 Generell stor negativ innvirkning,Jeg er imot utbygging uansett,,Jeg er imot utbygging uansett,,Nei,Nei,,3-4-årig universitetsutdanning (bachelor/cand.mag.),"Ja, vi bor i nærheten av arealer der det er eller kan bli aktuelt å bygge kraftverk",200 001 – 400 000 kr,,Veldig usikker,"Jeg bor i en kommune med 3300 husstander. Å forvente at min lille kommune skal ofre natur for å forsyne 20 000 husstander er for meg helt vilt. Solkraft er så ineffektivt at jeg heller ville bodd ved siden av et atomkraftverk. Staten burde støtte solkraft på bygninger, om det er private låvetak eller offentlige bygg, ikke rasere natur. Det lukter griskhet ikke naturvern eller klimatiltak. Ingen sum penger er verdt ødeleggelsen av natur i slik skala. Jeg er uføretrygdet på minstesats, men med sterke prinsipper.",Not selected,,,,
1938,05/02/2025 07:49,547.4109999999999,05/02/2025 07:39,Qualified,33,Kvinne,2340,Innlandet,Løten,Østlandet,30-39,30-39,Not selected,Not selected,Not selected,Not selected,Utdanning & forsking,Not selected,Politi & forsvar,Not selected,Not selected,Not selected,,Not selected,Not selected,Not selected,Not selected,Not selected,Produsere mer fra solenergi i Norge,Redusere kraftforbruk gjennom energisparing (Enøk),Not selected,Not selected,Eksportere mindre kraft til utlandet,Not selected,Not selected,Not selected,Not selected,,Nei,5,Ja,"Færre, store anlegg med mange solcellepaneler for hvert anlegg",4 Nøytral,Ikke i det hele tatt,Nei,Nei,,Vet ikke,Q17_1,Not selected,Not selected,Q17_4,Not selected,Not selected,Not selected,Not selected,Q17_9,Not selected,Q17_11,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_18,Q17_19,Not selected,Not selected,Q17_22,Not selected,Q17_24,Ingen utbygging,,,Ingen utbygging,,,,,Ingen utbygging,,Ingen utbygging,,,,,,,Ingen utbygging,Ingen utbygging,,,Ingen utbygging,,Ingen utbygging,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_1,Not selected,Not selected,Q17_4,Not selected,Not selected,Not selected,Not selected,Q17_9,Not selected,Q17_11,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_18,Q17_19,Not selected,Not selected,Q17_22,Not selected,Q17_24,7 Svært viktig,7 Svært viktig,7 Svært viktig,5,1 Ikke viktig i det hele tatt,4,4,Å forsyne Europe med fornybar energi fra Norge skal ikke gå på bekostning av norsk natur,,,,Jeg ville vært mer positiv hvis anlegget ble bygget i en helt annen del av landet,,0% vind 100% sol,0% vind 100% sol,7 Svært viktig,"Ja, vi må ikke redusere disse arealene",7 Generell stor negativ innvirkning,4 Nøytral,3,5,5,4 Nøytral,4 Nøytral,3,5,4 Nøytral,4 Nøytral,3,Mer enn 150 000 kr,1000000,150 000 kr,,Nei,Ja,,3-4-årig universitetsutdanning (bachelor/cand.mag.),Vet ikke,1 400 001 – 1 600 000 kr,,Ganske sikker,,"Nei, ingen ekstra kommentarer",,,,
622,04/16/2025 20:12,1094.102,04/16/2025 19:53,Qualified,54,Mann,2353,Innlandet,Ringsaker,Østlandet,50-99,50-59,Not selected,Not selected,Not selected,Helse & eldreomsorg,Not selected,Samferdsel & annen infrastruktur,Not selected,Not selected,Not selected,Not selected,,Not selected,Not selected,Not selected,Bygge gasskraftverk i Norge,Utvide/oppgradere større vannkraftanlegg i Norge,Not selected,Not selected,Not selected,Not selected,Eksportere mindre kraft til utlandet,Not selected,Not selected,Not selected,Not selected,,Nei,7 Svært positiv,Nei,"Færre, store anlegg med mange solcellepaneler for hvert anlegg",6,Ikke i det hele tatt,Nei,Nei,,Vet ikke,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_6,Q17_7,Not selected,Q17_9,Q17_10,Q17_11,Not selected,Not selected,Q17_14,Not selected,Not selected,Not selected,Not selected,Q17_19,Not selected,Not selected,Q17_22,Not selected,Not selected,,,,,,Ingen utbygging,Utbygging,,Utbygging,Utbygging,Ingen utbygging,,,Ingen utbygging,,,,,Utbygging,,,Ingen utbygging,,,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_7,Not selected,Q17_9,Q17_10,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_19,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_6,Not selected,Not selected,Not selected,Not selected,Q17_11,Not selected,Not selected,Q17_14,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_22,Not selected,Not selected,2,2,6,3,3,6,6,,,,,Jeg er usikker,20% vind 80% sol,,20% vind 80% sol,7 Svært viktig,"Ja, vi må ikke redusere disse arealene",5,7 Generell stor negativ innvirkning,6,5,6,7 Generell stor negativ innvirkning,5,1 Generell liten negativ innvirkning,7 Generell stor negativ innvirkning,7 Generell stor negativ innvirkning,2,6,7000 kr,,50 000 kr,,Nei,Nei,,3-4-årig universitetsutdanning (bachelor/cand.mag.),Nei,Ønsker ikke å oppgi,,Ganske sikker,,"Nei, ingen ekstra kommentarer",,,,
1614,05/02/2025 00:24,19446.594,04/29/2025 09:35,Qualified,43,Kvinne,2365,Innlandet,Ringsaker,Østlandet,40-49,40-49,Not selected,Not selected,Arbeidsplasser og økonomisk omstilling,Helse & eldreomsorg,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,,Not selected,Not selected,Not selected,Not selected,Not selected,Produsere mer fra solenergi i Norge,Not selected,Not selected,Not selected,Not selected,Bygge vindkraftverk til havs,Atomkraftverk,Not selected,Not selected,,Nei,7 Svært positiv,Nei,"Færre, store anlegg med mange solcellepaneler for hvert anlegg",5,Ikke i det hele tatt,Nei,Nei,25000,Not selected,Not selected,Q17_2,Not selected,Not selected,Not selected,Not selected,Q17_7,Q17_8,Not selected,Q17_10,Q17_11,Not selected,Q17_13,Not selected,Q17_15,Not selected,Not selected,Not selected,Not selected,Q17_20,Not selected,Not selected,Not selected,Not selected,,Utbygging,,,,,Utbygging,Utbygging,,Utbygging,Utbygging,,Utbygging,,Utbygging,,,,,Utbygging,,,,,Not selected,Q17_2,Not selected,Not selected,Not selected,Not selected,Q17_7,Q17_8,Not selected,Q17_10,Q17_11,Not selected,Q17_13,Not selected,Q17_15,Not selected,Not selected,Not selected,Not selected,Q17_20,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,3,3,3,3,3,7 Svært viktig,1 Svært lett,,,Jeg vil ha lavere strømkostnad,,Min holdning ville vært den samme uansett hvor anlegget bygges,,40% vind 60% sol,40% vind 60% sol,4,"Ja, men på grunn av samfunnsutvikling må en akseptere noe reduksjon",4 Nøytral,4 Nøytral,4 Nøytral,4 Nøytral,4 Nøytral,7 Generell stor negativ innvirkning,4 Nøytral,4 Nøytral,4 Nøytral,4 Nøytral,4 Nøytral,5,Jeg er for utbygging uansett,,1000 kr,,Nei,Nei,,5-årig universitetsutdanning (mastergrad/profesjonsutdanning),Nei,Inntil 200 000 kr,,Ganske sikker,,"Nei, ingen ekstra kommentarer",,,,
2301,05/07/2025 14:08,470.282,05/07/2025 13:59,Qualified,44,Mann,2410,Innlandet,Elverum,Østlandet,40-49,40-49,Not selected,Not selected,Not selected,Helse & eldreomsorg,Not selected,Samferdsel & annen infrastruktur,Not selected,Not selected,Not selected,Not selected,,Not selected,Not selected,Not selected,Not selected,Utvide/oppgradere større vannkraftanlegg i Norge,Not selected,Not selected,Not selected,Not selected,Eksportere mindre kraft til utlandet,Not selected,Atomkraftverk,Not selected,Not selected,,Nei,1 Svært negativ,Ja,Vet ikke,7 Svært bekymret,Ikke i det hele tatt,Nei,Nei,25000,Not selected,Not selected,Not selected,Not selected,Q17_4,Not selected,Not selected,Not selected,Not selected,Q17_9,Not selected,Not selected,Not selected,Q17_13,Not selected,Not selected,Not selected,Q17_17,Not selected,Q17_19,Not selected,Not selected,Q17_22,Q17_23,Q17_24,,,,Ingen utbygging,,,,,Ingen utbygging,,,,Ingen utbygging,,,,Ingen utbygging,,Ingen utbygging,,,Ingen utbygging,Ingen utbygging,Ingen utbygging,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_4,Not selected,Not selected,Not selected,Not selected,Q17_9,Not selected,Not selected,Not selected,Q17_13,Not selected,Not selected,Not selected,Q17_17,Not selected,Q17_19,Not selected,Not selected,Q17_22,Q17_23,Q17_24,5,6,7 Svært viktig,1 Ikke viktig i det hele tatt,1 Ikke viktig i det hele tatt,1 Ikke viktig i det hele tatt,1 Svært lett,Å forsyne Europe med fornybar energi fra Norge skal ikke gå på bekostning av norsk natur,,,,"Jeg støtter ikke solkraftutbygging, uansett lokasjon",,20% vind 80% sol,20% vind 80% sol,7 Svært viktig,"Ja, vi må ikke redusere disse arealene",7 Generell stor negativ innvirkning,7 Generell stor negativ innvirkning,4 Nøytral,3,3,4 Nøytral,2,2,2,3,1 Generell liten negativ innvirkning,3,Jeg er imot utbygging uansett,,Jeg er imot utbygging uansett,,Nei,Nei,,Grunnskole (7-10 år),"Ja, vi bor i nærheten av arealer der det er eller kan bli aktuelt å bygge kraftverk",600 001 – 800 000 kr,,Veldig usikker,Hils myndighetene og si at det kun er idioter som bygger ut kraftverk som ikke funker vinterstid i Norge. Hadde Norge regnet med skog og myr i co2 regnskapet sitt så er vi godt innafor detta tullet dem driver med. Kjør på med atomkraft,Not selected,,,,
1952,05/02/2025 09:44,525.886,05/02/2025 09:35,Qualified,37,Mann,2323,Innlandet,Hamar,Østlandet,30-39,30-39,Not selected,Not selected,Arbeidsplasser og økonomisk omstilling,Not selected,Not selected,Not selected,Politi & forsvar,Not selected,Not selected,Not selected,,Not selected,Not selected,Not selected,Not selected,Utvide/oppgradere større vannkraftanlegg i Norge,Not selected,Not selected,Not selected,Not selected,Not selected,Bygge vindkraftverk til havs,Atomkraftverk,Not selected,Not selected,,Nei,7 Svært positiv,Nei,"Færre, store anlegg med mange solcellepaneler for hvert anlegg",5,Ikke i det hele tatt,Nei,Nei,31000,Not selected,Q17_1,Q17_2,Not selected,Not selected,Q17_5,Q17_6,Not selected,Q17_8,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_16,Not selected,Not selected,Not selected,Not selected,Q17_21,Q17_22,Not selected,Not selected,Utbygging,Utbygging,,,Utbygging,Ingen utbygging,,Utbygging,,,,,,,,Ingen utbygging,,,,,Utbygging,Utbygging,,,Q17_1,Q17_2,Not selected,Not selected,Q17_5,Not selected,Not selected,Q17_8,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_21,Q17_22,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_6,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_16,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,5,4,5,2,2,6,4,,,,,Min holdning ville vært den samme uansett hvor anlegget bygges,40% vind 60% sol,,40% vind 60% sol,3,"Ja, vi må ikke redusere disse arealene",3,4 Nøytral,4 Nøytral,5,6,7 Generell stor negativ innvirkning,5,2,7 Generell stor negativ innvirkning,7 Generell stor negativ innvirkning,3,3,3000 kr,,2000 kr,,Nei,Nei,,3-4-årig universitetsutdanning (bachelor/cand.mag.),Vet ikke,1 000 001 – 1 200 000 kr,,Ganske usikker,,"Nei, ingen ekstra kommentarer",,,,
